text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: [user]: Can you help me understand concept? | [assistant]: Feel free to ask if you have more questions. | Turn 4, Budget: minimal | Current: [user]: Thanks for your help",0,store,"[4.0, 20.0, 4.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_3606,4,user,Thanks for your help,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.07187084447564888,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 20}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: That's interesting",0,store,"[0.0, 18.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9261,0,user,That's interesting,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.19445882241037768,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 18}"
"Context: [user]: Can you explain how technology works in context? | [assistant]: In the context of manufacturing, the key considerations are... | Turn 2, Budget: premium | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0]",technical_deep_dive_2122,2,user,What would you recommend for situation?,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7250313566847464,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.2222222222222222, ""content_length"": 39}"
"Context: [user]: I appreciate your help | [assistant]: That's a great question about AI. Let me explain... | Turn 10, Budget: premium | Current: [user]: I appreciate your help",0,store,"[10.0, 22.0, 4.0, 0.0, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_6253,10,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7538613204931379,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.8333333333333334, ""content_length"": 22}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: What are the trade-offs between approach1 and approach2?",0,store,"[0.0, 56.0, 8.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",technical_deep_dive_7611,0,user,What are the trade-offs between approach1 and approach2?,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6661185348212575,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.0, ""content_length"": 56}"
"Context: [user]: That's very helpful | [assistant]: Based on your product manager background, I'd suggest... | Turn 12, Budget: premium | Current: [user]: I appreciate your help",0,store,"[12.0, 22.0, 4.0, 0.0, 0.9230769230769231, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_4534,12,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7186638302095053,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.8571428571428571, ""content_length"": 22}"
"Context: [assistant]: That's an important consideration. | [user]: That's very helpful | Turn 7, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[7.0, 25.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_3885,7,assistant,I can help you with that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7237317140443329,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5384615384615384, ""content_length"": 25}"
"Context: [assistant]: I understand your situation. | [user]: What would you recommend for situation? | Turn 3, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[3.0, 37.0, 7.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_7286,3,assistant,Let me provide some guidance on that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.693978158555553,"{""template"": ""educational_qa"", ""turn_ratio"": 0.375, ""content_length"": 37}"
"Context: [assistant]: You're very welcome! | [user]: What would you recommend for situation? | Turn 3, Budget: minimal | Current: [assistant]: I'm glad I could help.",0,store,"[3.0, 22.0, 5.0, 1.0, 0.75, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_5966,3,assistant,I'm glad I could help.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.0642944506752923,"{""template"": ""casual_chat"", ""turn_ratio"": 0.375, ""content_length"": 22}"
"Context: [user]: Can you help me understand concept? | [assistant]: I can help you with that. | Turn 4, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_6365,4,user,Thanks for the explanation!,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5410601698996726,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5, ""content_length"": 27}"
"Context: [assistant]: That's a great question about machine learning. Let me explain... | [user]: Thanks for the explanation! | Turn 5, Budget: premium | Current: [assistant]: The challenge you're facing with scalability issues is common...",0,store,"[5.0, 64.0, 9.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_8794,5,assistant,The challenge you're facing with scalability issues is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6466653907318539,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.38461538461538464, ""content_length"": 64}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I followed the steps but issue still occurs",0,store,"[0.0, 43.0, 8.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_9201,0,user,I followed the steps but issue still occurs,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7614852000425901,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.0, ""content_length"": 43}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: Working at StartupCo must be exciting. | Turn 4, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_7908,4,user,Thanks for the explanation!,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8325300860747458,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.4, ""content_length"": 27}"
"Context: [user]: Thanks for the explanation! | [assistant]: Working at InnovateLab must be exciting. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_4651,6,user,I appreciate your help,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7730872709259565,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.6, ""content_length"": 22}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I read that fact but I don't understand aspect",0,store,"[0.0, 46.0, 9.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_2829,0,user,I read that fact but I don't understand aspect,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5867473239485398,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 46}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: That's interesting",0,store,"[0.0, 18.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8177,0,user,That's interesting,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.14830292796541714,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 18}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: How are you doing today?",0,store,"[0.0, 24.0, 5.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",casual_chat_2914,0,user,How are you doing today?,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.10121645006118196,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 24}"
"Context: [assistant]: Nice to meet you! London is a great place for data scientists. | [user]: That's very helpful | Turn 7, Budget: standard | Current: [assistant]: Working at StartupCo must be exciting.",0,store,"[7.0, 38.0, 6.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_7287,7,assistant,Working at StartupCo must be exciting.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7103227284583733,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.5833333333333334, ""content_length"": 38}"
"Context: [assistant]: I can help you with that. | [user]: That's very helpful | Turn 9, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[9.0, 25.0, 6.0, 1.0, 0.9, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_3189,9,assistant,I can help you with that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6162273729762772,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.8181818181818182, ""content_length"": 25}"
"Context: [user]: I live in New York and I'm interested in reading, startups | Turn 1, Budget: standard | Current: [assistant]: Working at TechCorp must be exciting.",0,store,"[1.0, 37.0, 6.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_6843,1,assistant,Working at TechCorp must be exciting.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8080340815105874,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.125, ""content_length"": 37}"
"Context: [user]: I'm the CEO of BigTech Inc and we're facing data quality | Turn 1, Budget: premium | Current: [assistant]: I understand your situation.",0,store,"[1.0, 28.0, 4.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_8960,1,assistant,I understand your situation.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5954399190094054,"{""template"": ""business_consultation"", ""turn_ratio"": 0.05555555555555555, ""content_length"": 28}"
"Context: [assistant]: That's a great question about cloud computing. Let me explain... | [user]: I'm particularly interested in aspect | Turn 3, Budget: premium | Current: [assistant]: The challenge you're facing with data quality is common...",0,store,"[3.0, 58.0, 9.0, 1.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_1654,3,assistant,The challenge you're facing with data quality is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.608918085675269,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.23076923076923078, ""content_length"": 58}"
"Context: [assistant]: Your experience in finance sounds fascinating. | [user]: What would you recommend for situation? | Turn 3, Budget: standard | Current: [assistant]: Your interests in travel, technology align well with your profession.",0,store,"[3.0, 69.0, 10.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_5104,3,assistant,"Your interests in travel, technology align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8803002812629097,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.2727272727272727, ""content_length"": 69}"
"Context: [user]: What would you recommend for situation? | [assistant]: Feel free to ask if you have more questions. | Turn 4, Budget: minimal | Current: [user]: Perfect",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_6961,4,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6082490749417093,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5, ""content_length"": 7}"
"Context: [assistant]: That's an important consideration. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[5.0, 28.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_6450,5,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7277785021577108,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.4166666666666667, ""content_length"": 28}"
"Context: [assistant]: Nice to meet you! Toronto is a great place for designers. | [user]: Thanks for the explanation! | Turn 11, Budget: standard | Current: [assistant]: Working at TechCorp must be exciting.",0,store,"[11.0, 37.0, 6.0, 1.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3190,11,assistant,Working at TechCorp must be exciting.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8756377904873784,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.9166666666666666, ""content_length"": 37}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I followed the steps but issue still occurs",0,store,"[0.0, 43.0, 8.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_9997,0,user,I followed the steps but issue still occurs,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7325604662919819,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.0, ""content_length"": 43}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: What's the difference between term1 and term2?",0,store,"[0.0, 46.0, 7.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0]",educational_qa_3765,0,user,What's the difference between term1 and term2?,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6745509400002792,"{""template"": ""educational_qa"", ""turn_ratio"": 0.0, ""content_length"": 46}"
"Context: [user]: What's the difference between term1 and term2? | [assistant]: I can help you with that. | Turn 2, Budget: standard | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",educational_qa_3556,2,user,Can you help me understand concept?,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6826410665256089,"{""template"": ""educational_qa"", ""turn_ratio"": 0.2222222222222222, ""content_length"": 35}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I'm having an issue with system where problem",0,store,"[0.0, 45.0, 8.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",troubleshooting_session_6232,0,user,I'm having an issue with system where problem,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7487993323957689,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.0, ""content_length"": 45}"
"Context: [assistant]: The challenge you're facing with integration complexity is common... | [user]: Thanks for the explanation! | Turn 7, Budget: premium | Current: [assistant]: Based on your consultant background, I'd suggest...",0,store,"[7.0, 51.0, 7.0, 1.0, 0.875, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_1351,7,assistant,"Based on your consultant background, I'd suggest...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7244644999103054,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.7, ""content_length"": 51}"
"Context: [assistant]: Working at StartupCo must be exciting. | [user]: What would you recommend for situation? | Turn 3, Budget: standard | Current: [assistant]: Your interests in travel, reading align well with your profession.",0,store,"[3.0, 66.0, 10.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_5813,3,assistant,"Your interests in travel, reading align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8000621207668492,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.42857142857142855, ""content_length"": 66}"
